FID,OBJECTID,arcid,grid_code,from_node,to_node,Shape_Leng,local,downarc,SELEV,EELEV,MAXGRID,uparc,dz,slope,meanmsq,segorder,chanclass,hyddepth,hydwidth,effwidth,effdepth,MIN_SOILDE,segdepth,CHIN,Chin_Use,COHO,Coho_Use,STHD,Sthd_Use,PINK,Pink_Use,LMB,WAC173201A
791,792,792,789,799,789,1828.858223,102,785,1086.25,598.5159912,1,-1,487.7340088,0.266688,1147500,1,14,1,0.1,0.3,1.242,1.307366967,1.3073699,0,0,0,0,0,0,0,0,0,2
792,793,793,777,800,779,3054.594155,124,770,1023.859985,450.3410034,3,-1,573.5159912,0.187755,1395000,1,14,1,0.1,0.3,1.11962,1.178548694,1.17855,0,0,0,0,0,0,0,0,0,2
793,794,794,780,801,783,2074.264069,60,773,829.0819702,460.822998,141,795,368.2600098,0.177537,3847500,2,14,1,0.1,0.3,1.28108,1.348507643,1.34851,0,0,0,0,0,0,0,0,0,2
794,795,795,798,802,801,954.5941546,73,794,990.8930054,829.0819702,51,-1,161.8110046,0.169508,810000,1,13,0.5,0.1,0.2,1.28108,1.348507643,1.34851,0,0,0,0,0,0,0,0,0,2
795,796,796,799,803,801,825,69,794,965.7340088,829.0819702,43,-1,136.6519928,0.165639,765000,1,13,0.5,0.1,0.2,1.28108,1.348507643,1.34851,0,0,0,0,0,0,0,0,0,2
796,797,797,797,804,796,1898.528137,54,787,715.7529907,500.5740051,436,800,215.1790009,0.11334,10417500,3,15,2,0.1,0.4,1.40776,1.481856823,1.48186,0,0,0,0,0,0,0,0,0,2
797,798,798,792,805,791,3235.660172,221,780,953.8280029,481.6170044,52,-1,472.2109985,0.145939,2475000,1,14,1,0.1,0.3,1.22672,1.291289449,1.29129,0,0,0,0,0,0,0,0,0,2
798,799,799,800,806,804,2128.858223,146,797,1079.23999,715.7529907,4,-1,363.4909973,0.170745,1642500,1,14,1,0.1,0.3,1.21731,1.281382084,1.2813801,0,0,0,0,0,0,0,0,0,2
799,800,800,801,807,804,2172.792206,174,797,950.9039917,715.7529907,132,803,235.1519928,0.108225,4927500,2,14,1,0.1,0.3,1.4057,1.479682803,1.4796799,0,0,0,0,0,0,0,0,0,2
800,801,801,802,808,807,225,53,800,1004.090027,950.9039917,6,-1,53.1875992,0.236389,585000,1,13,0.5,0.1,0.2,1.29311,1.361166,1.3611701,0,0,0,0,0,0,0,0,0,2
801,802,802,796,809,794,4503.122292,361,784,1137.339966,577.40802,10,-1,559.9349976,0.124344,4050000,1,14,1,0.1,0.3,1.12458,1.183765531,1.1837699,0,0,0,0,0,0,0,0,0,2
802,803,803,803,810,807,742.4621202,64,800,1101.800049,950.9039917,42,-1,150.8959961,0.203237,720000,1,13,0.5,0.1,0.2,1.28947,1.357336402,1.35734,0,0,0,0,0,0,0,0,0,2
